,카테고리,제조사,제품명,설명,가격,사진
10,Film,Kodak,코닥 파워플래시,일회용 카메라 800/39,"22,000",https://the35mm.com/web/product/big/202104/38870c218ddef9f52fdb87721945b06b.jpg
11,Film,Welle,벨레 필름 일회용카메라 WM-007 (컬러/흑백),,"18,900",https://the35mm.com/web/product/big/202110/6690761678ca5160c80aa31b6c2b0154.jpg$https://the35mm.com/web/product/extra/small/202110/a51b0a73f3d75a4b677725bc3336c0dc.jpg$https://the35mm.com/web/product/extra/small/202110/53d1f37515902f3ba7703714b4d56070.jpg$https://the35mm.com/web/product/extra/small/202110/8ceeb020655b0d16a302093ba1b8ad42.jpg$https://the35mm.com/web/product/extra/small/202110/04ec4bbdd166642422255984956077ab.jpg$https://the35mm.com/web/product/extra/small/202110/700d76d6cbc35734f6c46534034c6074.jpg$https://the35mm.com/web/product/extra/small/202110/20ac4a368142a95b56ab700ca9141cd5.jpg$https://the35mm.com/web/product/extra/small/202110/ea9d0841e448a7ce38c58f41bee19576.jpg$https://the35mm.com/web/product/extra/small/202110/490c0e702df4b0b46941c7bbeb719994.jpg$https://the35mm.com/web/product/extra/small/202110/e99232962d9140e6b5474c1e69d0fc14.jpg$https://the35mm.com/web/product/extra/small/202110/8463a2b5d3cfcb8c2922e4c1b02402e7.jpg
12,Film,fuji,후지 퀵스냅,후지 일회용카메라 400/27,"20,000",https://the35mm.com/web/product/big/202007/572230d3eb03df38a9bf05db506121da.jpg
13,Film,코닥 일회용카메라, 방수카메라/수중카메라,KODAK Water &amp; Sport [15M방수/27컷],"20,000",https://the35mm.com/web/product/big/201905/eb2a5cc984bc6ec0eb8e8119e7d228bc.jpg
14,Film,로모그래피 심플 유즈 카메라 ,(다회용 카메라),플래쉬/27~36컷 필름내장,"34,000",https://the35mm.com/web/product/big/20200213/dfadfbc508032f0f992de6e702df133a.jpg
15,Film,로모그래피 심플유즈 아쿠아,(다회용 방수카메라),플래시/27~36컷 필름내장,"58,000",https://the35mm.com/web/product/big/20200611/2f5769cd2fae5e4091e368f3268063d8.jpg$https://the35mm.com/web/product/extra/small/20200611/24a1ae2b890461acec6c4ead4e6017cd.jpg$https://the35mm.com/web/product/extra/small/20200611/cdfe4a555fcc5ef29370b943477577d4.jpg
16,Film,Kodak,코닥 M35 토이카메라,,"29,700",https://the35mm.com/web/product/big/20200422/6ab039d9668b0a0f977694228337c2b0.jpg
17,Film,<b>Fuji</b>,후지 수퍼리아 C200/36,,"9,900",https://the35mm.com/web/product/big/20200528/d85385a5c85dd0b8ca6e5e894302ecde.jpg
18,Film,<b>Kodak</b>,코닥 컬러플러스 200/36,,재입고일미정,https://the35mm.com/web/product/big/neverdye_1441.jpg
19,Film,<b>Kodak</b>,코닥 프로이미지 proimage 100/36,,재입고일미정,https://the35mm.com/web/product/big/201901/177db980f25f37531cb0ff944be911f0.jpg$https://the35mm.com/web/product/extra/small/201901/1a691d98d47b99b0c88959b3c4735583.jpg
20,Film,<b>Kodak</b>,코닥 골드 Gold 200/36,,재입고일미정,https://the35mm.com/web/product/big/neverdye_1444.jpg
21,Film,<b>Kodak</b>,코닥 엑타 Ektar 100/36,,"22,000",https://the35mm.com/web/product/big/201911/1a4996b32f078c099421040fe24aa1e4.jpg
22,Film,<b>Kodak</b>,코닥 울트라맥스 400/36,,재입고일미정,https://the35mm.com/web/product/big/neverdye_1442.jpg
23,Film,<b>Lomography</b>,로모그래피 파인컬러 100/36,,재입고일미정,https://the35mm.com/web/product/big/201901/ab360364ea0c9db025794dc389f1460d.jpg$https://the35mm.com/web/product/extra/small/201901/9d7c1826f455024614cbf6a238602495.jpg
24,Film,<b>Lomography</b>,로모그래피 파인컬러 400/36,,재입고일미정,https://the35mm.com/web/product/big/201901/9980d0332caae20ea558f2600f357035.jpg$https://the35mm.com/web/product/extra/small/201901/66106f88ed06b8c0fac085fa1d30193d.jpg
25,Film,<b>Lomography</b>,로모그래피 파인컬러 800/36,,재입고일미정,https://the35mm.com/web/product/big/201901/d7068ee9db26ef0d50b3145475e7e19a.jpg$https://the35mm.com/web/product/extra/small/201901/f6aede32e74d39e2870f4480e1df5bf2.jpg
26,Film,<b>Lomography</b>,로모그래피 크롬 메트로폴리스,XR 100-400/36,"22,000",https://the35mm.com/web/product/big/20200117/245b57621231f45ccd586c114a2850b9.jpg$https://the35mm.com/web/product/extra/small/20200117/04f2bcfad1e6e103eef38463f6b7a409.jpg$https://the35mm.com/web/product/extra/small/20200117/049ae908ed26fa7fc32407ea2608fe73.jpg
27,Film,<b>Lomography</b>,로모그래피 크롬 퍼플,XR 100-400/36,"23,000",https://the35mm.com/web/product/big/neverdye_10243.jpg
28,Film,<b>Lomography</b>,로모그래피 콰르텟,,재입고일미정,https://the35mm.com/web/product/big/202007/e8178998ee28584a1b09f9b814a521eb.jpg
29,Film,<b>Kodak</b>,코닥 포트라 Portra 160/36,,"18,500",https://the35mm.com/web/product/big/201901/826398bc443d19cdeedfd9206c90833e.jpg$https://the35mm.com/web/product/extra/small/201901/2d1abfa74a564bb90f444f346542a582.jpg
30,Film,<b>Kodak</b>,코닥 포트라 Portra 400/36,,"22,000",https://the35mm.com/web/product/big/201901/8ca5c6f16783a2152037e915563579c2.jpg$https://the35mm.com/web/product/extra/small/201901/f2b41c059bc971f4d3bce0a37d596720.jpg
31,Film,<b>Kodak</b>,코닥 포트라 Portra 800/36,,"24,000",https://the35mm.com/web/product/big/neverdye_4551.jpg
32,Film,<b>CineStill </b>,씨네스틸 데이라이트 Daylight 50/36,,"35,000",https://the35mm.com/web/product/big/202008/f264f60bd185e5d526420759b573cb85.jpg$https://the35mm.com/web/product/extra/small/20200410/7e1f7b6c5af5f20973d50b4515e3c6fb.jpg
33,Film,<b>CineStill</b> ,씨네스틸 텅스텐 X-Pro 800/36,,"35,000",https://the35mm.com/web/product/big/202008/60f21ef9d8b5b5cb1eb1a5ca482c606c.jpg$https://the35mm.com/web/product/extra/small/202008/a46b372cc359dce022921f07a61c7f91.jpg
34,Film,<b>Nevofilm</b>,네보필름 Nevo 400/24,,"18,900",https://the35mm.com/web/product/big/202111/5db585f815bd7fcc9531721fb0793c5d.jpg$https://the35mm.com/web/product/extra/small/202111/1bae95b1bef7841396b382f63ed65156.jpg$https://the35mm.com/web/product/extra/small/202111/6a232edb794da6f8efcab63808c89f8c.jpg$https://the35mm.com/web/product/extra/small/202111/19e7716adb4009cef6f512fe5504d2d2.jpg$https://the35mm.com/web/product/extra/small/202111/02bef24124afb39f6f8fb3ca2fa8ced3.jpg$https://the35mm.com/web/product/extra/small/202111/7f6a2cca7dbfa542b4207a7e31152837.jpg
35,Film,<b>Hillvale</b>,Hillvale Colour 400/27,,"14,900",https://the35mm.com/web/product/big/202104/97fe43d9a229aa5f774ac9fa4bc4af2b.jpg$https://the35mm.com/web/product/extra/small/202105/937936fca04ccea5ce2954404b7c2aee.jpg$https://the35mm.com/web/product/extra/small/202105/532b91b105d69197568d808f6da53dd8.jpg$https://the35mm.com/web/product/extra/small/202105/204149292e800e150e10a1c678fa7651.jpg
36,Film,<b>dubblefilm</b>,Daily Color 400/27,,"18,900",https://the35mm.com/web/product/big/202107/686751ee912f95b2fadbea0441507131.jpg$https://the35mm.com/web/product/extra/small/202107/59a30f85a3464ac11c8c9a6862af32ca.jpg$https://the35mm.com/web/product/extra/small/202107/635cb0c9196341f59acb3a1a074131fe.jpg$https://the35mm.com/web/product/extra/small/202107/38fbbdb2614a11cd0242c6dfa4a5ce32.jpg$https://the35mm.com/web/product/extra/small/202107/e0f897a1d90c55b2a09f6e92c95e4079.jpg
37,Film,kodak,코닥 2254 Super Low Speed 1.6/24,,"20,900",https://the35mm.com/web/product/big/201702/13042_shop1_948243.jpg
38,Film,ANALOGUELOVER,SMOKY COLOR 스모키 컬러 400/36,,"21,900",https://the35mm.com/web/product/big/201612/12977_shop1_750820.jpg
39,Film,ANALOGUELOVER,SMOKY B&amp;W 스모키 400/36,,"21,900",https://the35mm.com/web/product/big/201612/12976_shop1_508479.jpg
40,Film,<b>Yodica</b>,요디카 Polaris 400/36,,"25,000",https://the35mm.com/web/product/big/201902/a842de186d7b05390fabdb0071459e9b.jpg$https://the35mm.com/web/product/extra/small/201902/4b8a72dbf2b7aee6071f135187e6366b.jpg$https://the35mm.com/web/product/extra/small/201902/4365737160865d13d677badb41d8d9c5.jpg$https://the35mm.com/web/product/extra/small/201902/285f9f76a793cf10f6a1ccadb1754b10.jpg
41,Film,<b>Yodica</b>,요디카 Vega 400/36,,"25,000",https://the35mm.com/web/product/big/201902/14bc91d085772b4a3ecbc86275948d5b.jpg$https://the35mm.com/web/product/extra/small/201902/2d92c7f5d6125df323eba9823f57fc2f.jpg$https://the35mm.com/web/product/extra/small/201902/7cc1f8898ed82b0bfbcac326cff5b698.jpg$https://the35mm.com/web/product/extra/small/201902/9ac270276efd30e69b3a860efe826396.jpg
42,Film,<b>KONO film</b>,코노 Delight Art 100/36,,재입고일미정,https://the35mm.com/web/product/big/202111/2927d2eed908fcfcd837c6b9bff40ab0.jpg$https://the35mm.com/web/product/extra/small/202111/6213d8c978fa1a05bf9d06b4edccdfd0.jpg$https://the35mm.com/web/product/extra/small/202111/691be528797ee9394b20f0971e017f3b.jpg$https://the35mm.com/web/product/extra/small/202111/ee112698adbcb56db52f74ce0931b393.jpg$https://the35mm.com/web/product/extra/small/202111/d37abeaa669f86d64246694167bbd4fb.jpg$https://the35mm.com/web/product/extra/small/202111/777e3da3ff3fc3435dbff70a389d3cf3.jpg$https://the35mm.com/web/product/extra/small/202111/c4171fa08d6f4e747f3beb24d749f701.jpg$https://the35mm.com/web/product/extra/small/202111/47f85a6ea3dc4d63c99f717a731559a8.jpg$https://the35mm.com/web/product/extra/small/202111/7d79d06b63b1fe7ef6dc4690608487d3.jpg$https://the35mm.com/web/product/extra/small/202111/2ae54868cc2fac397489af5aad25aefd.jpg
43,Film,<b>KONO Film</b>,코노 Rotwild 100~400/36,,"22,000",https://the35mm.com/web/product/big/202010/ebdcff228bde855ae14a661f071ea009.jpg
44,Film,<b>KONO Original</b>,코노 Galaxy 200/24,,"22,000",https://the35mm.com/web/product/big/20191203/c42ae01069a3885dbe86772320bb6544.jpg
45,Film,<b>KONO Original</b>,코노 Mirage 200/24,,"22,000",https://the35mm.com/web/product/big/20191203/cbca9f907e68db95ea580e8f40bbcca1.jpg
46,Film,<b>KONO Original</b>,코노 MONSOON 200/24,,"22,000",https://the35mm.com/web/product/big/201904/b5ec2b50a083a761c57429a03a610bcd.jpg
47,Film,<b>KONO Original</b>,코노 MOONSTRUCK 200/24,,"22,000",https://the35mm.com/web/product/big/201907/8aae6f48d14d46fe4d49ad4b2a88ed1c.jpg
48,Film,<b>KONO Original</b>,코노 Candy 200/24,,"22,000",https://the35mm.com/web/product/big/201903/5c6254aa90a1bb768c7217f8bb3543ff.jpg
49,Film,<b>KONO Original</b>,코노 SUNSTROKE 200/24 ,4차재입고!,"22,000",https://the35mm.com/web/product/big/201903/a6256fb87fb3e26ca2787ed8529c2446.jpg
50,Film,<b>KONO</b>,코노 하트 필름 LUFT 200/24,,"22,000",https://the35mm.com/web/product/big/20200630/6281891c92a6156938c04ea4554a3bb4.jpg
51,Film,<b>KONO</b>,코노 하트 필름 LIEBE 200/24,,"22,000",https://the35mm.com/web/product/big/20200630/8729b5de2985dba68003e173f03f995a.jpg
52,Film,<b>KONO Film</b>,코노 Katz 200/24,,"22,000",https://the35mm.com/web/product/big/202102/870d159b0584e54153318eaff0eb01b6.jpg$https://the35mm.com/web/product/extra/small/202102/5df36e04a61f4cdd59140af74ea6ff45.jpg
53,Film,<b>KONO</b>,코노 WINTERM&Auml;RCHEN 200/24,,"22,000",https://the35mm.com/web/product/big/202102/cc1dc32d5b013f2d1281198d97cb0ae8.jpg$https://the35mm.com/web/product/extra/small/202102/f614212b6def90558b7147c8e32b8229.jpg
54,Film,<b>Revolog</b>,레볼로그필름 - Kolor 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7231.jpg
55,Film,<b>Revolog</b>,레볼로그필름 - 600nm 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7232.jpg
56,Film,<b>Revolog</b>,레볼로그필름 - 460nm 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7233.jpg
57,Film,<b>Revolog</b>,레볼로그필름 - Kosmos 200/36,,"25,000",https://the35mm.com/web/product/big/201811/8cc1de2aa010b85e2ad2db2572ca15ec.jpg
58,Film,<b>Revolog</b>,레볼로그필름 - Volvox 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7229.jpg
59,Film,<b>Revolog</b>,레볼로그필름 - Tesla 1 200/24,,"25,000",https://the35mm.com/web/product/big/neverdye_7235.jpg
60,Film,<b>Revolog</b>,레볼로그필름 - Tesla 2 200/24,,"25,000",https://the35mm.com/web/product/big/neverdye_7236.jpg
61,Film,<b>Revolog</b>,레볼로그필름 - Streak 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7785.jpg
62,Film,<b>Revolog</b>,레볼로그필름 - Rasp 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7228.jpg
63,Film,<b>Revolog</b>,레볼로그필름 - Texture 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7230.jpg
64,Film,<b>Revolog</b>,레볼로그필름 - Lazer 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_7234.jpg
65,Film,<b>Revolog</b>,레볼로그필름 - Plexus 200/36,,"25,000",https://the35mm.com/web/product/big/neverdye_12137.jpg
66,Film,<b>Kodak</b>,코닥 엑타크롬 E100 100/36,(슬라이드 필름),재입고일미정,https://the35mm.com/web/product/big/201903/0e4915ebcaa4676fcb7256d7cc3f0d2d.jpg
67,Film,CineStill,씨네스틸 BWXX 250/36 (흑백),,"25,000",https://the35mm.com/web/product/big/202106/f39fbff3768203f8a77e51115a6011f5.jpg
68,Film,<b>Revolog</b>,레볼로그필름 - Snovlox 100/36 (흑백),,"25,000",https://the35mm.com/web/product/big/201811/ef353720132f79cbc56c6fd7184e04e5.jpg
69,Film,<b>Kosmo foto</b>,코스모 모노 Mono 100/36,,"11,000",https://the35mm.com/web/product/big/20200228/c5f6fdbacde493540f9a1097020a5422.jpg
70,Film,<b>dubblefilm</b>,Daily B&amp;W 400/36,,"11,900",https://the35mm.com/web/product/big/202107/c12ccf1d1e353d5ece625976c4d10ae3.jpg$https://the35mm.com/web/product/extra/small/202107/80304da37e8abde1dcb0e1bbfb500360.jpg$https://the35mm.com/web/product/extra/small/202107/cd115fffdc189d250b675b5e78bbd6c9.jpg$https://the35mm.com/web/product/extra/small/202107/3a64d303fa416f5c961831bb106444de.jpg$https://the35mm.com/web/product/extra/small/202107/b02e73bb016a6f5036bd8d864dbd65f9.jpg
71,Film,<b>KONO film</b>,코노 REKORDER 100~200/24 (흑백),,"22,000",https://the35mm.com/web/product/big/201811/d1c0226f6b60f18db0f2eadadbb4f6bf.jpg
72,Film,<b>KONO film</b>,코노 MONOLIT 3/36 (흑백),,"19,900",https://the35mm.com/web/product/big/202106/a3fe242cf715c56b3d7391ec57160ce9.jpg$https://the35mm.com/web/product/extra/small/202106/d6ecade420ff551fcb53085993fc7fc3.jpg$https://the35mm.com/web/product/extra/small/202106/0379a54727a347edd8d50c2ecd1cbc0b.jpg$https://the35mm.com/web/product/extra/small/202106/7870bc5290a42eecca2a9036eed43f30.jpg
73,Film,<b>KONO film</b>,코노 MONOLIT 100/36 (흑백),,"18,900",https://the35mm.com/web/product/big/202106/a2100f999a690ae17a0e18dffb3eee11.jpg$https://the35mm.com/web/product/extra/small/202106/f34a198596a8bd641959f7dce68bcefd.jpg$https://the35mm.com/web/product/extra/small/202106/f1dea01fc46eb3acef79c9851c8292e7.jpg$https://the35mm.com/web/product/extra/small/202106/bbe5cdf6c7ca61fa8636709b283eefea.jpg
74,Film,<b>KONO film</b>,코노 MONOLIT 64/36 (흑백),,"22,000",https://the35mm.com/web/product/big/201811/0987cf51dd1f81d096fef080d6ed82d5.jpg
75,Film,<b>KONO film</b>,코노 MONOLIT 400/36 (흑백),,"22,000",https://the35mm.com/web/product/big/20191203/1459141a51c2ddf74d078b84828fe205.jpg
76,Film,<b>I.D.S</b>,아이디에스 CONTRASTO 200/36 (흑백),,"13,000",https://the35mm.com/web/product/big/201603/12305_shop1_416122.jpg
77,Film,<b>Kodak</b>,코닥 Eastman DOUBLE-X 5222, 250/36 (흑백),"13,900",https://the35mm.com/web/product/big/201603/12304_shop1_807542.jpg
78,Film,<b>Argenti</b>이월상품,아르젠티 VARIO SCALE-X 100/36 (흑백),,"13,000",https://the35mm.com/web/product/big/201801/13806_shop1_995602.jpg
79,Film,Washi,Washi A 12/36  (흑백),,"11,000",https://the35mm.com/web/product/big/201801/13808_shop1_419215.jpg
80,Film,<b>Argenti</b>,아르젠티 Reporter Film Plus 400/36 (흑백),,"15,000",https://the35mm.com/web/product/big/201603/12306_shop1_989694.jpg
81,Film,<b>CHM</b>,Universal 100/36 (흑백),,"11,000",https://the35mm.com/web/product/big/neverdye_11823.jpg
82,Film,<b>CHM</b>,Universal 400/36 (흑백),,"13,000",https://the35mm.com/web/product/big/neverdye_11822.jpg
83,Film,<b>Rollei</b>,롤라이 RPX 25 (흑백),,"11,500",https://the35mm.com/web/product/big/202112/31b44088c5b731f7347b70e889963c24.jpg
84,Film,<b>Rollei</b>,롤라이 RPX 100/36 (흑백),,"12,000",https://the35mm.com/web/product/big/202112/afde2440c3b6d4781858667453057843.jpg
85,Film,<b>Rollei</b>,롤라이 RPX 400/36 (흑백),,"12,500",https://the35mm.com/web/product/big/202106/85d7e2dbc2ecae23828b7b2fce66a32e.jpg
86,Film,<b>Rollei</b>,롤라이 INFRARED IR 400/36 , 적외선 필름(흑백),"18,000",https://the35mm.com/web/product/big/neverdye_11820.jpg
87,Film,<b>Rollei 이월상품</b>,롤라이 ORTHO 25/36(흑백),,"18,900",https://the35mm.com/web/product/big/202007/f88fb32290de891af6613b21e7b5484b.jpg
